CustomerID,Age,Gender,Income,Location,DeviceType,PreferredCategory,PastClicks,PastPurchases,CustomerLifetimeValue,OpenRate,ClickThroughRate,PreviousResponse,Channel,CampaignType,CampaignText,DayOfWeek,TimeOfDay,Response
4500,49,Female,133548,Urban,Tablet,Travel,10,5,2104.67,0.36,0.49,1,Social,Discount,Upgrade your lifestyle with our new product,Fri,Night,1
4501,23,Male,56079,Rural,Desktop,Electronics,18,3,1710.48,0.43,0.93,3,Push,Flash Sale,Special discount just for you,Sat,Evening,1
4502,58,Female,104225,Suburban,Mobile,Health & Beauty,1,4,807.99,0.51,0.75,0,Push,Discount,Reward points doubled for this week only,Sun,Morning,0
4503,53,Male,44259,Rural,Tablet,Groceries,4,9,3717.37,0.44,0.04,4,Social,Loyalty Reward,Limited time offer: 20% off today!,Fri,Afternoon,0
4504,19,Male,46571,Suburban,Mobile,Travel,18,6,3571.59,0.44,0.22,0,Social,Discount,Summer collection now available,Thu,Evening,1
4505,46,Male,71119,Urban,Mobile,Travel,8,4,2759.88,0.99,0.07,1,SMS,Discount,Winter clearance sale starts today,Mon,Morning,1
4506,21,Female,28009,Suburban,Mobile,Travel,6,4,1838.5,0.97,0.99,3,Push,Discount,Don’t miss out on this deal,Fri,Evening,1
4507,18,Male,130210,Urban,Tablet,Fashion,11,1,4131.16,0.09,0.42,0,Web Ads,Flash Sale,"Buy one, get one free on select items",Fri,Night,1
4508,36,Male,130531,Urban,Tablet,Fashion,18,0,883.51,0.17,0.13,2,Web Ads,Discount,Upgrade your lifestyle with our new product,Mon,Morning,0
4509,43,Male,81829,Rural,Mobile,Health & Beauty,17,3,2229.39,0.94,0.36,4,Email,Flash Sale,Trending now: Shop the latest collection,Thu,Night,1
4510,42,Male,58230,Urban,Tablet,Groceries,17,9,3302.21,0.32,0.98,1,SMS,Discount,Exclusive early access for premium customers,Sat,Morning,1
4511,27,Female,131364,Suburban,Mobile,Electronics,8,7,4125.34,0.61,0.14,1,Social,New Product Launch,Reward points doubled for this week only,Mon,Night,1
4512,32,Male,76049,Urban,Mobile,Health & Beauty,1,2,3283.09,0.8,0.36,2,Web Ads,Loyalty Reward,Exclusive early access for premium customers,Thu,Afternoon,0
4513,39,Female,121762,Urban,Mobile,Fashion,1,5,676.75,0.47,0.28,1,Email,New Product Launch,Mega sale: Save big this weekend,Mon,Afternoon,0
4514,38,Female,143273,Rural,Tablet,Health & Beauty,14,9,596.33,0.02,0.79,0,Push,New Product Launch,Special discount just for you,Tue,Morning,1
4515,39,Male,139466,Suburban,Desktop,Groceries,15,1,347.12,0.83,0.03,1,Push,Discount,Special discount just for you,Wed,Morning,1
4516,53,Male,56498,Urban,Desktop,Health & Beauty,13,8,2843.89,0.76,0.95,0,Web Ads,New Product Launch,Winter clearance sale starts today,Fri,Evening,1
4517,51,Female,139053,Rural,Tablet,Travel,18,8,1290.4,0.04,0.87,0,Email,Discount,Exclusive deal: Free shipping now,Fri,Evening,1
4518,47,Female,48820,Rural,Tablet,Electronics,14,3,881.7,0.9,0.36,4,Push,New Product Launch,Exclusive early access for premium customers,Fri,Afternoon,0
4519,42,Female,60315,Suburban,Mobile,Fashion,2,7,516.37,0.86,0.9,4,Email,New Product Launch,Exclusive early access for premium customers,Thu,Evening,1
4520,62,Female,115018,Rural,Mobile,Fashion,5,1,3244.76,0.28,0.43,4,Push,New Product Launch,Reward points doubled for this week only,Wed,Afternoon,0
4521,45,Male,52795,Urban,Desktop,Groceries,5,9,3791.73,0.08,0.29,4,Push,Discount,Trending now: Shop the latest collection,Sat,Night,0
4522,18,Female,133812,Rural,Mobile,Groceries,19,1,4303.05,0.4,0.41,2,Push,Flash Sale,Mega sale: Save big this weekend,Tue,Night,1
4523,62,Female,105411,Suburban,Desktop,Groceries,8,5,3017.52,0.87,0.82,2,Social,Loyalty Reward,Limited time offer: 20% off today!,Sat,Night,1
4524,21,Female,59191,Suburban,Desktop,Fashion,10,1,1835.76,0.48,0.56,3,Social,Loyalty Reward,Mega sale: Save big this weekend,Wed,Night,0
4525,24,Female,74453,Rural,Tablet,Travel,3,0,2405.03,0.28,0.22,0,Email,Loyalty Reward,Hurry! Flash sale ends tonight,Tue,Night,0
4526,26,Male,32453,Urban,Tablet,Electronics,13,9,3217.14,0.23,0.07,3,Push,Loyalty Reward,"Buy one, get one free on select items",Fri,Afternoon,1
4527,53,Male,140848,Rural,Tablet,Groceries,12,1,3593.71,0.36,0.61,2,Email,Discount,Exclusive early access for premium customers,Sat,Afternoon,1
4528,36,Male,70325,Suburban,Desktop,Fashion,14,1,3259.72,0.99,0.82,3,Web Ads,New Product Launch,Upgrade your lifestyle with our new product,Thu,Evening,1
4529,18,Female,69490,Rural,Tablet,Travel,16,4,4813.33,0.88,0.86,0,Push,Flash Sale,Don’t miss out on this deal,Sat,Night,1
4530,27,Female,94796,Rural,Desktop,Groceries,7,5,3776.02,0.55,0.82,4,Push,Flash Sale,Exclusive early access for premium customers,Wed,Afternoon,1
4531,53,Male,134165,Urban,Tablet,Groceries,10,2,3778.04,0.81,0.51,1,Email,Discount,Mega sale: Save big this weekend,Mon,Afternoon,1
4532,26,Male,69993,Rural,Desktop,Electronics,10,7,4117.05,0.32,0.38,2,Email,Flash Sale,Winter clearance sale starts today,Sun,Night,1
4533,62,Female,130780,Urban,Mobile,Electronics,15,1,2355.85,0.62,0.98,0,Web Ads,Loyalty Reward,"Buy one, get one free on select items",Thu,Night,1
4534,63,Male,65706,Rural,Mobile,Health & Beauty,2,9,1393.34,0.87,0.92,1,Web Ads,Discount,Upgrade your lifestyle with our new product,Sun,Night,0
4535,59,Female,134981,Rural,Desktop,Groceries,14,2,4099.57,0.37,0.75,2,Email,Discount,"Buy one, get one free on select items",Wed,Evening,1
4536,49,Female,62817,Urban,Desktop,Health & Beauty,12,3,2374.48,0.8,0.43,0,Social,Discount,Special discount just for you,Mon,Evening,1
4537,49,Female,84544,Urban,Mobile,Fashion,6,4,3075.16,0.61,0.97,2,SMS,Loyalty Reward,Don’t miss out on this deal,Fri,Afternoon,1
4538,23,Female,111434,Suburban,Desktop,Electronics,4,4,2205.0,0.62,0.37,0,Web Ads,New Product Launch,Hurry! Flash sale ends tonight,Sun,Afternoon,1
4539,55,Female,75710,Urban,Desktop,Travel,11,5,2040.69,0.04,0.68,2,SMS,New Product Launch,Exclusive early access for premium customers,Sat,Morning,1
4540,34,Female,70799,Rural,Mobile,Groceries,2,3,3389.18,0.9,0.29,2,Web Ads,New Product Launch,Exclusive deal: Free shipping now,Thu,Evening,1
4541,27,Male,139586,Suburban,Desktop,Groceries,11,9,3360.18,0.78,0.84,4,Web Ads,Discount,Limited time offer: 20% off today!,Wed,Morning,1
4542,44,Male,80964,Urban,Tablet,Health & Beauty,4,6,1614.22,0.04,0.86,0,Web Ads,New Product Launch,Winter clearance sale starts today,Fri,Morning,0
4543,52,Male,73678,Urban,Mobile,Electronics,18,7,1026.03,0.61,0.51,3,Web Ads,New Product Launch,Hurry! Flash sale ends tonight,Sat,Night,1
4544,38,Female,91150,Suburban,Tablet,Health & Beauty,18,3,743.49,0.75,0.56,1,Social,Loyalty Reward,Reward points doubled for this week only,Tue,Evening,1
4545,42,Male,117379,Rural,Desktop,Groceries,0,8,657.52,0.8,0.95,2,Social,Discount,Upgrade your lifestyle with our new product,Fri,Night,1
4546,45,Female,80438,Rural,Desktop,Electronics,19,5,4106.73,0.09,0.14,4,SMS,Flash Sale,Limited time offer: 20% off today!,Wed,Morning,1
4547,64,Female,129987,Suburban,Tablet,Groceries,11,7,1502.13,0.64,0.47,3,Email,Discount,Your loyalty reward: 15% extra off,Fri,Evening,1
4548,32,Female,97223,Rural,Desktop,Electronics,5,8,3424.86,0.23,0.53,2,SMS,Loyalty Reward,Limited time offer: 20% off today!,Wed,Morning,1
4549,21,Female,81926,Urban,Desktop,Groceries,17,0,1508.38,0.45,0.82,0,Social,New Product Launch,Upgrade your lifestyle with our new product,Thu,Evening,1
4550,46,Male,23801,Rural,Tablet,Travel,15,4,3367.11,0.53,0.78,1,Social,Loyalty Reward,Don’t miss out on this deal,Wed,Night,1
4551,26,Male,61048,Urban,Desktop,Health & Beauty,10,6,4922.29,0.03,0.6,3,Push,Loyalty Reward,Special discount just for you,Thu,Morning,1
4552,44,Male,60144,Rural,Mobile,Electronics,9,9,423.19,0.3,0.16,1,Push,Flash Sale,Exclusive deal: Free shipping now,Sun,Evening,1
4553,43,Female,114478,Urban,Tablet,Health & Beauty,2,1,3303.4,0.8,0.41,2,Web Ads,Discount,"Buy one, get one free on select items",Wed,Afternoon,1
4554,36,Male,30148,Suburban,Tablet,Electronics,17,6,1484.66,0.84,0.09,4,Push,Flash Sale,Trending now: Shop the latest collection,Fri,Morning,0
4555,45,Male,132364,Urban,Tablet,Electronics,11,6,506.18,0.33,0.15,3,Email,Discount,Exclusive deal: Free shipping now,Sun,Evening,1
4556,34,Male,102819,Rural,Tablet,Electronics,13,2,486.98,0.44,0.23,2,SMS,Flash Sale,Mega sale: Save big this weekend,Sat,Afternoon,1
4557,60,Female,39861,Urban,Mobile,Groceries,3,8,1921.15,0.83,0.33,2,SMS,New Product Launch,Exclusive early access for premium customers,Mon,Evening,0
4558,58,Male,120048,Rural,Tablet,Fashion,9,6,2749.0,0.2,0.44,1,Social,Flash Sale,Exclusive early access for premium customers,Sun,Evening,1
4559,59,Female,81717,Rural,Tablet,Groceries,6,9,3271.74,0.73,0.72,4,SMS,Flash Sale,Hurry! Flash sale ends tonight,Sat,Night,1
4560,37,Male,42480,Urban,Desktop,Fashion,15,4,2880.89,0.41,0.02,3,Email,Flash Sale,Don’t miss out on this deal,Wed,Night,1
4561,62,Female,38637,Rural,Tablet,Groceries,8,6,4499.98,0.99,0.87,1,Push,Loyalty Reward,Hurry! Flash sale ends tonight,Fri,Morning,1
4562,57,Male,64621,Suburban,Desktop,Fashion,2,6,852.32,0.6,0.99,1,Push,New Product Launch,"Buy one, get one free on select items",Tue,Night,1
4563,56,Male,80304,Rural,Tablet,Electronics,1,5,4162.13,0.15,0.96,2,Email,New Product Launch,Upgrade your lifestyle with our new product,Thu,Afternoon,1
4564,40,Male,67431,Suburban,Tablet,Electronics,5,3,2688.31,0.17,0.42,2,Push,Loyalty Reward,Exclusive early access for premium customers,Tue,Afternoon,1
4565,64,Female,119937,Suburban,Mobile,Fashion,9,7,4316.76,0.03,0.4,2,Web Ads,Loyalty Reward,Trending now: Shop the latest collection,Sun,Afternoon,1
4566,49,Male,108921,Rural,Desktop,Fashion,3,1,2190.65,0.71,0.52,0,SMS,Loyalty Reward,Mega sale: Save big this weekend,Sun,Afternoon,0
4567,64,Male,76172,Suburban,Mobile,Health & Beauty,3,7,2460.82,0.44,0.66,3,Push,Loyalty Reward,"Buy one, get one free on select items",Sun,Night,1
4568,50,Female,45437,Suburban,Desktop,Electronics,9,4,2169.36,0.01,0.28,3,SMS,Loyalty Reward,Special discount just for you,Fri,Night,1
4569,63,Female,28149,Urban,Tablet,Groceries,9,6,572.68,0.1,0.65,4,Email,New Product Launch,"Buy one, get one free on select items",Thu,Evening,1
4570,22,Female,34671,Suburban,Mobile,Health & Beauty,12,2,810.53,0.29,0.31,0,Push,Flash Sale,Mega sale: Save big this weekend,Fri,Afternoon,0
4571,60,Female,123005,Suburban,Desktop,Fashion,5,6,2635.9,0.42,0.66,4,Web Ads,Flash Sale,Your loyalty reward: 15% extra off,Wed,Evening,1
4572,51,Male,43119,Suburban,Desktop,Groceries,6,8,2712.72,0.94,0.65,4,Web Ads,Flash Sale,Exclusive deal: Free shipping now,Sun,Afternoon,1
4573,57,Male,66117,Suburban,Mobile,Travel,4,6,2392.21,0.54,0.0,0,Email,Discount,Exclusive deal: Free shipping now,Thu,Night,1
4574,28,Female,119317,Suburban,Desktop,Travel,14,0,162.94,0.89,0.87,0,Web Ads,Flash Sale,Reward points doubled for this week only,Tue,Afternoon,1
4575,20,Male,36279,Rural,Tablet,Travel,7,8,2577.33,0.25,0.19,0,Email,New Product Launch,Exclusive early access for premium customers,Sat,Morning,1
4576,50,Female,88835,Suburban,Desktop,Groceries,9,6,755.25,0.33,0.99,4,Web Ads,Loyalty Reward,Your loyalty reward: 15% extra off,Tue,Afternoon,1
4577,28,Male,119810,Rural,Tablet,Fashion,11,1,2875.23,0.88,0.55,3,Push,Discount,Winter clearance sale starts today,Tue,Morning,1
4578,33,Female,146085,Rural,Desktop,Groceries,16,4,1512.54,0.49,0.39,4,SMS,Discount,"Buy one, get one free on select items",Wed,Morning,1
4579,35,Male,24803,Rural,Mobile,Health & Beauty,15,9,4958.34,0.59,0.09,1,SMS,Discount,Your loyalty reward: 15% extra off,Mon,Afternoon,1
4580,47,Female,102897,Urban,Tablet,Health & Beauty,0,1,1860.32,0.57,0.68,2,Social,New Product Launch,Don’t miss out on this deal,Tue,Morning,0
4581,27,Female,80805,Urban,Desktop,Travel,3,6,4121.95,0.65,0.36,3,SMS,Discount,Exclusive early access for premium customers,Fri,Night,1
4582,35,Male,38201,Rural,Tablet,Fashion,7,8,1303.41,0.59,0.96,1,Web Ads,Discount,Trending now: Shop the latest collection,Fri,Night,0
4583,55,Male,146564,Urban,Mobile,Health & Beauty,5,3,1028.48,0.69,0.86,3,Social,Loyalty Reward,Upgrade your lifestyle with our new product,Mon,Afternoon,1
4584,36,Male,48634,Suburban,Desktop,Electronics,9,2,1183.33,0.15,0.12,1,Social,New Product Launch,Trending now: Shop the latest collection,Thu,Evening,0
4585,53,Female,34760,Rural,Desktop,Electronics,17,5,1732.27,0.71,0.46,2,Push,New Product Launch,Special discount just for you,Sat,Morning,1
4586,30,Male,30826,Rural,Tablet,Travel,12,7,4259.45,0.15,0.44,2,Push,Discount,Winter clearance sale starts today,Tue,Morning,1
4587,63,Female,106821,Rural,Mobile,Travel,4,7,3843.4,0.34,0.71,3,Push,Discount,Your loyalty reward: 15% extra off,Sat,Night,1
4588,20,Male,132125,Urban,Mobile,Travel,11,7,2233.6,0.83,0.27,4,Web Ads,Flash Sale,Upgrade your lifestyle with our new product,Thu,Night,1
4589,27,Male,65775,Urban,Desktop,Health & Beauty,17,4,1021.64,0.61,0.84,1,Web Ads,Flash Sale,Exclusive deal: Free shipping now,Tue,Night,1
4590,55,Female,146546,Urban,Tablet,Fashion,7,5,338.66,0.97,0.94,2,Web Ads,New Product Launch,Your loyalty reward: 15% extra off,Sun,Afternoon,1
4591,18,Female,134090,Suburban,Desktop,Travel,13,1,3130.85,0.25,0.55,1,SMS,Discount,Your loyalty reward: 15% extra off,Thu,Evening,1
4592,44,Male,94676,Urban,Desktop,Groceries,14,5,3563.09,0.92,0.93,0,Email,New Product Launch,New arrivals in your favorite style,Tue,Evening,1
4593,63,Female,26798,Rural,Tablet,Travel,4,4,3070.08,0.64,0.33,4,Push,New Product Launch,Your loyalty reward: 15% extra off,Mon,Night,0
4594,25,Female,135161,Urban,Mobile,Health & Beauty,4,2,2556.15,0.37,0.32,4,Social,Discount,Upgrade your lifestyle with our new product,Wed,Afternoon,1
4595,63,Male,86103,Urban,Desktop,Fashion,16,7,4867.03,0.79,0.72,3,Social,Loyalty Reward,"Buy one, get one free on select items",Tue,Evening,1
4596,59,Female,97160,Urban,Desktop,Travel,12,3,220.85,0.95,0.44,1,Social,Loyalty Reward,Upgrade your lifestyle with our new product,Sat,Afternoon,1
4597,34,Male,97751,Urban,Tablet,Electronics,16,1,4943.2,0.78,0.28,1,Email,Loyalty Reward,Winter clearance sale starts today,Sat,Evening,1
4598,26,Male,93502,Rural,Tablet,Travel,10,2,1453.94,0.01,0.31,2,Web Ads,Loyalty Reward,New arrivals in your favorite style,Fri,Night,0
4599,23,Female,71410,Urban,Desktop,Travel,0,1,1977.41,0.01,0.83,0,Web Ads,New Product Launch,Don’t miss out on this deal,Tue,Night,0
4600,60,Male,60888,Rural,Mobile,Fashion,12,1,3787.42,0.13,0.65,0,Web Ads,Loyalty Reward,Exclusive deal: Free shipping now,Fri,Evening,1
4601,42,Female,69047,Urban,Tablet,Groceries,17,2,1212.86,0.85,0.79,1,Social,Loyalty Reward,Special discount just for you,Tue,Evening,1
4602,56,Male,115289,Suburban,Desktop,Travel,5,6,3578.26,0.75,0.41,2,Email,New Product Launch,Exclusive deal: Free shipping now,Sat,Evening,1
4603,45,Female,129640,Suburban,Mobile,Travel,12,9,1729.5,0.64,0.94,4,SMS,Loyalty Reward,Upgrade your lifestyle with our new product,Mon,Afternoon,1
4604,50,Female,122614,Rural,Tablet,Health & Beauty,19,0,4708.74,0.69,0.89,3,Email,Discount,Trending now: Shop the latest collection,Tue,Afternoon,1
4605,54,Female,65955,Rural,Tablet,Fashion,10,9,941.37,0.62,0.04,4,Email,Loyalty Reward,Trending now: Shop the latest collection,Sat,Night,1
4606,26,Female,132393,Suburban,Desktop,Health & Beauty,18,5,4665.74,0.35,0.36,0,Push,Loyalty Reward,Mega sale: Save big this weekend,Wed,Afternoon,1
4607,35,Female,21982,Suburban,Tablet,Travel,19,0,3976.26,0.72,0.07,0,SMS,Loyalty Reward,Your loyalty reward: 15% extra off,Sun,Afternoon,0
4608,38,Male,53864,Urban,Desktop,Travel,8,2,934.16,0.94,0.24,1,Email,Discount,Summer collection now available,Thu,Morning,0
4609,19,Male,141298,Suburban,Tablet,Electronics,12,3,1999.39,0.75,0.93,0,SMS,Discount,Special discount just for you,Sat,Afternoon,1
4610,60,Female,99118,Rural,Mobile,Health & Beauty,14,7,611.05,0.87,0.9,2,Email,Discount,Limited time offer: 20% off today!,Fri,Afternoon,1
4611,55,Male,105490,Rural,Mobile,Fashion,10,1,3038.63,0.24,0.06,4,SMS,Discount,Exclusive deal: Free shipping now,Thu,Morning,1
4612,57,Female,59265,Suburban,Tablet,Travel,15,6,4806.59,0.35,0.04,1,SMS,New Product Launch,Summer collection now available,Fri,Afternoon,1
4613,53,Female,66313,Rural,Desktop,Electronics,16,2,488.23,0.51,0.65,2,SMS,Loyalty Reward,Your loyalty reward: 15% extra off,Sun,Night,0
4614,60,Male,64350,Urban,Tablet,Electronics,4,0,1364.76,0.47,0.24,2,Push,Loyalty Reward,Exclusive deal: Free shipping now,Wed,Afternoon,0
4615,54,Male,35378,Urban,Desktop,Groceries,13,5,3801.25,0.47,0.0,3,Web Ads,Flash Sale,Upgrade your lifestyle with our new product,Sun,Evening,1
4616,32,Female,129168,Suburban,Tablet,Fashion,14,1,2345.75,0.64,0.83,0,Email,Discount,Exclusive early access for premium customers,Mon,Evening,1
4617,45,Female,138334,Rural,Mobile,Electronics,8,2,1760.88,0.86,0.38,0,Push,Discount,Reward points doubled for this week only,Mon,Night,0
4618,35,Female,137107,Suburban,Desktop,Fashion,13,5,3045.83,0.89,0.42,2,Email,Loyalty Reward,New arrivals in your favorite style,Fri,Afternoon,1
4619,51,Female,89815,Rural,Mobile,Travel,9,2,1540.46,0.15,0.11,1,Email,Loyalty Reward,Special discount just for you,Sat,Night,1
4620,39,Female,47924,Rural,Mobile,Groceries,12,4,1711.4,0.09,0.48,2,Social,Loyalty Reward,Trending now: Shop the latest collection,Tue,Morning,1
4621,28,Female,102593,Rural,Mobile,Fashion,16,2,4049.95,0.31,0.78,2,Social,Discount,Don’t miss out on this deal,Sat,Morning,1
4622,30,Male,137490,Urban,Tablet,Groceries,0,6,2018.76,0.74,0.3,0,Push,Discount,Reward points doubled for this week only,Wed,Afternoon,1
4623,21,Female,27312,Rural,Desktop,Fashion,13,6,3532.73,0.79,0.83,4,Email,New Product Launch,Mega sale: Save big this weekend,Wed,Night,1
4624,39,Female,50353,Urban,Mobile,Fashion,11,0,838.74,0.38,0.65,0,Push,Flash Sale,Don’t miss out on this deal,Wed,Night,0
4625,24,Male,133744,Rural,Desktop,Health & Beauty,6,5,2054.22,0.31,0.42,3,Web Ads,New Product Launch,Summer collection now available,Thu,Afternoon,1
4626,60,Female,120673,Suburban,Desktop,Groceries,2,2,2804.41,0.13,0.5,3,Web Ads,New Product Launch,Reward points doubled for this week only,Thu,Morning,0
4627,41,Female,106450,Urban,Mobile,Fashion,0,6,1409.76,0.24,0.11,1,Social,New Product Launch,New arrivals in your favorite style,Wed,Evening,0
4628,21,Male,36192,Urban,Tablet,Health & Beauty,12,0,2165.85,0.1,0.89,4,Social,Loyalty Reward,Summer collection now available,Wed,Morning,1
4629,45,Female,37450,Urban,Mobile,Health & Beauty,1,9,3823.14,0.3,0.89,2,Push,New Product Launch,Special discount just for you,Thu,Evening,1
4630,32,Male,25432,Suburban,Mobile,Groceries,8,2,891.37,0.68,0.38,4,Web Ads,New Product Launch,Limited time offer: 20% off today!,Fri,Afternoon,0
4631,18,Female,77225,Urban,Desktop,Travel,17,9,2553.68,0.13,0.66,0,Web Ads,Flash Sale,Your loyalty reward: 15% extra off,Sat,Night,1
4632,20,Male,116548,Suburban,Tablet,Groceries,3,1,1382.73,0.32,0.76,0,Push,New Product Launch,Reward points doubled for this week only,Thu,Morning,0
4633,31,Male,118991,Rural,Desktop,Fashion,15,7,2110.17,0.53,0.83,2,Web Ads,New Product Launch,Exclusive early access for premium customers,Sun,Evening,1
4634,55,Male,98711,Rural,Tablet,Travel,5,7,1939.4,0.33,0.72,2,Social,Discount,Winter clearance sale starts today,Sat,Afternoon,1
4635,18,Female,85604,Suburban,Mobile,Groceries,19,8,3311.17,0.44,0.5,3,Push,Discount,Mega sale: Save big this weekend,Tue,Evening,1
4636,55,Female,30295,Urban,Tablet,Groceries,2,8,3859.12,0.5,0.7,0,SMS,Flash Sale,New arrivals in your favorite style,Wed,Night,0
4637,55,Male,26774,Urban,Desktop,Groceries,10,1,2548.71,0.78,0.95,0,SMS,Loyalty Reward,New arrivals in your favorite style,Fri,Morning,0
4638,38,Male,135107,Suburban,Mobile,Groceries,4,6,916.27,0.84,0.47,3,SMS,Flash Sale,Exclusive deal: Free shipping now,Fri,Afternoon,1
4639,46,Female,32190,Rural,Tablet,Travel,0,6,4356.26,0.19,0.08,1,Web Ads,Discount,Limited time offer: 20% off today!,Thu,Afternoon,0
4640,22,Female,51286,Suburban,Tablet,Fashion,7,3,1012.39,0.37,0.81,1,Social,Loyalty Reward,Hurry! Flash sale ends tonight,Fri,Afternoon,1
4641,27,Female,96325,Urban,Desktop,Health & Beauty,18,5,2934.41,0.58,0.72,3,Social,New Product Launch,Your loyalty reward: 15% extra off,Mon,Evening,1
4642,45,Female,114450,Urban,Tablet,Groceries,3,0,2683.78,0.5,0.3,0,Web Ads,New Product Launch,Special discount just for you,Thu,Night,1
4643,38,Female,117480,Urban,Mobile,Health & Beauty,8,5,1504.64,0.08,0.59,0,Social,New Product Launch,Mega sale: Save big this weekend,Thu,Evening,1
4644,24,Male,92427,Urban,Tablet,Health & Beauty,2,0,4769.44,0.34,0.07,1,Push,Flash Sale,Mega sale: Save big this weekend,Thu,Night,1
4645,20,Female,107513,Rural,Desktop,Health & Beauty,4,4,3415.66,0.23,0.48,2,Push,New Product Launch,Upgrade your lifestyle with our new product,Tue,Afternoon,1
4646,62,Male,84014,Rural,Tablet,Groceries,15,3,2402.91,0.42,0.4,2,Web Ads,Discount,Winter clearance sale starts today,Mon,Evening,1
4647,64,Female,115887,Rural,Mobile,Groceries,7,5,2273.08,0.34,0.25,3,Social,Discount,Hurry! Flash sale ends tonight,Fri,Night,1
4648,37,Male,95852,Urban,Mobile,Groceries,5,4,553.03,0.7,0.15,2,Web Ads,Discount,Mega sale: Save big this weekend,Wed,Evening,0
4649,36,Male,75256,Urban,Tablet,Groceries,2,4,3925.34,0.4,0.34,1,Social,Loyalty Reward,Mega sale: Save big this weekend,Mon,Afternoon,1
4650,52,Female,148477,Urban,Tablet,Electronics,15,2,509.85,0.24,0.94,4,Social,Loyalty Reward,Winter clearance sale starts today,Sat,Night,1
4651,21,Male,138580,Suburban,Mobile,Fashion,7,9,1083.53,0.62,0.51,3,Push,Flash Sale,Mega sale: Save big this weekend,Thu,Night,1
4652,22,Male,118743,Urban,Desktop,Electronics,12,1,906.03,0.73,0.2,0,Push,Flash Sale,Upgrade your lifestyle with our new product,Wed,Night,1
4653,18,Male,78630,Rural,Mobile,Travel,4,6,433.96,0.11,0.84,4,Push,Flash Sale,Special discount just for you,Thu,Morning,1
4654,21,Male,135896,Rural,Tablet,Electronics,5,9,4164.97,0.25,0.27,1,Email,Loyalty Reward,Special discount just for you,Tue,Morning,1
4655,29,Female,111190,Rural,Tablet,Electronics,2,7,4540.84,0.21,0.8,0,Web Ads,Loyalty Reward,Don’t miss out on this deal,Sun,Night,1
4656,44,Male,82771,Suburban,Desktop,Electronics,7,4,3165.04,0.2,0.02,2,SMS,New Product Launch,Exclusive deal: Free shipping now,Thu,Evening,1
4657,59,Female,71715,Rural,Mobile,Fashion,3,8,4401.0,0.9,0.92,3,Social,New Product Launch,Reward points doubled for this week only,Mon,Morning,1
4658,40,Male,27466,Suburban,Mobile,Health & Beauty,16,0,3407.81,0.13,0.53,2,Email,Discount,Special discount just for you,Tue,Afternoon,1
4659,42,Female,146503,Suburban,Desktop,Travel,7,2,3456.53,0.87,0.76,3,Push,Flash Sale,Exclusive deal: Free shipping now,Thu,Night,1
4660,38,Female,37637,Suburban,Mobile,Travel,18,7,4458.41,0.39,0.31,1,Web Ads,New Product Launch,Summer collection now available,Sat,Night,1
4661,41,Female,146237,Urban,Desktop,Fashion,13,4,550.45,0.64,0.85,1,Social,Flash Sale,Exclusive deal: Free shipping now,Mon,Afternoon,1
4662,42,Male,88745,Urban,Mobile,Electronics,8,1,368.18,0.44,0.69,0,Social,Discount,Your loyalty reward: 15% extra off,Sun,Evening,1
4663,62,Female,56317,Rural,Desktop,Health & Beauty,11,9,362.6,0.6,0.05,3,Email,Loyalty Reward,New arrivals in your favorite style,Fri,Evening,1
4664,63,Female,69766,Rural,Desktop,Groceries,12,8,2147.73,0.55,0.04,4,Push,New Product Launch,"Buy one, get one free on select items",Thu,Afternoon,1
4665,49,Male,23078,Suburban,Desktop,Fashion,7,0,4737.33,0.43,0.36,2,SMS,New Product Launch,Mega sale: Save big this weekend,Tue,Evening,0
4666,49,Female,47299,Urban,Tablet,Health & Beauty,2,2,4362.67,0.28,0.05,3,Social,New Product Launch,Exclusive early access for premium customers,Fri,Night,0
4667,22,Male,121794,Rural,Tablet,Fashion,14,3,3931.62,0.93,0.04,4,Push,Flash Sale,Summer collection now available,Sun,Night,1
4668,53,Male,23543,Rural,Tablet,Fashion,19,6,2079.18,0.92,0.38,2,Email,New Product Launch,Hurry! Flash sale ends tonight,Thu,Night,1
4669,63,Female,142790,Urban,Mobile,Groceries,18,3,4138.49,0.07,0.23,1,Web Ads,Discount,Winter clearance sale starts today,Fri,Afternoon,1
4670,59,Male,114627,Suburban,Desktop,Health & Beauty,3,1,1170.6,0.22,0.35,1,Web Ads,Loyalty Reward,"Buy one, get one free on select items",Wed,Night,0
4671,59,Male,71052,Rural,Mobile,Electronics,1,1,2968.22,0.57,0.4,0,Email,Loyalty Reward,Mega sale: Save big this weekend,Wed,Afternoon,1
4672,56,Male,114483,Rural,Mobile,Health & Beauty,4,9,3755.02,0.98,0.09,1,SMS,Discount,"Buy one, get one free on select items",Sun,Evening,1
4673,33,Female,42064,Urban,Desktop,Health & Beauty,1,0,552.96,0.73,0.61,1,Web Ads,Discount,Hurry! Flash sale ends tonight,Tue,Night,0
4674,50,Male,92287,Urban,Tablet,Electronics,6,6,4383.27,0.82,0.35,1,Email,New Product Launch,Hurry! Flash sale ends tonight,Thu,Morning,1
4675,38,Male,100442,Suburban,Mobile,Groceries,10,8,3663.86,0.31,0.76,3,Web Ads,Loyalty Reward,New arrivals in your favorite style,Sun,Morning,1
4676,26,Male,140550,Suburban,Mobile,Health & Beauty,11,9,2713.07,0.22,0.99,0,Email,New Product Launch,Special discount just for you,Mon,Morning,1
